0,cpu,1,6,1
1,vm,3,6,5
2,vm,3,2,6
3,cpu,3,7,7
4,cpu,1,7,13
5,cpu,2,4,14
6,vm,1,9,14
7,cpu,3,2,21
8,cpu,1,10,23
9,cpu,1,1,23
10,cpu,3,1,29
11,vm,3,9,29
12,cpu,3,5,30
13,cpu,3,10,33
14,vm,1,6,35
15,vm,2,4,35
16,cpu,1,7,37
17,vm,2,9,37
18,cpu,3,6,39
19,cpu,1,4,40
20,cpu,2,4,43
21,cpu,1,1,43
22,cpu,2,8,45
23,vm,2,10,46
24,cpu,3,8,48
25,vm,1,7,48
26,cpu,1,2,48
27,cpu,1,6,49
28,cpu,2,5,51
29,vm,1,6,53
30,vm,2,8,60
31,cpu,3,2,65
32,vm,2,4,66
33,vm,1,10,68
34,vm,2,8,69
35,vm,1,4,70
36,vm,3,1,70
37,cpu,2,1,74
38,cpu,2,8,75
39,vm,1,4,78
40,vm,1,2,78
41,cpu,1,8,81
42,cpu,3,2,83
43,vm,3,2,83
44,vm,1,8,84
45,cpu,2,5,84
46,cpu,2,8,87
47,cpu,1,9,90
48,vm,1,9,92
49,cpu,3,9,97
50,cpu,3,4,99
51,cpu,2,1,100
52,vm,2,10,106
53,vm,2,10,107
54,cpu,1,9,108
55,cpu,1,1,110
56,cpu,1,2,111
57,cpu,2,4,115
58,vm,1,1,122
59,cpu,3,5,123
60,cpu,1,4,124
61,vm,1,7,128
62,vm,2,3,129
63,vm,3,3,129
64,vm,1,8,130
65,cpu,3,6,132
66,vm,2,2,132
67,vm,2,3,133
68,cpu,1,7,133
69,cpu,3,5,133
70,vm,1,4,134
71,vm,3,2,136
72,cpu,3,2,137
73,cpu,2,1,140
74,cpu,2,4,141
75,vm,1,10,146
76,vm,3,9,149
77,cpu,3,1,151
78,cpu,3,5,152
79,vm,2,7,154
80,cpu,2,8,155
81,vm,1,5,157
82,vm,1,6,158
83,vm,2,10,159
84,cpu,3,6,160
85,vm,3,1,162
86,cpu,1,8,172
87,cpu,1,2,175
88,vm,3,4,177
89,cpu,3,7,179
90,vm,2,2,186
91,cpu,2,2,188
92,cpu,3,2,189
93,cpu,3,7,193
94,cpu,3,2,194
95,cpu,3,1,196
96,cpu,2,3,198
97,vm,3,2,199
98,vm,1,7,203
99,vm,1,10,204
100,vm,2,5,205
101,vm,1,5,207
102,vm,3,4,209
103,cpu,1,2,212
104,vm,3,4,212
105,vm,1,1,212
106,vm,1,9,214
107,cpu,3,5,214
108,vm,2,5,215
109,vm,2,10,215
110,vm,2,1,217
111,vm,3,7,218
112,vm,3,6,219
113,vm,1,10,225
114,vm,3,4,225
115,cpu,3,7,226
116,cpu,3,10,227
117,vm,1,8,227
118,vm,2,4,227
119,vm,3,8,228
120,cpu,3,3,233
121,cpu,1,7,234
122,cpu,1,4,235
123,cpu,3,10,235
124,vm,3,5,236
125,cpu,2,10,236
126,cpu,1,4,237
127,vm,1,8,237
128,vm,2,4,240
129,cpu,3,9,243
130,vm,2,6,244
131,cpu,3,4,246
132,cpu,1,7,246
133,cpu,1,7,246
134,cpu,1,2,248
135,vm,1,2,249
136,cpu,1,6,250
137,vm,1,4,253
138,cpu,2,2,254
139,cpu,2,6,254
140,vm,3,7,256
141,vm,1,4,256
142,vm,2,9,262
143,cpu,1,5,263
144,vm,1,2,264
145,vm,2,3,264
146,vm,1,7,269
147,vm,1,3,271
148,vm,2,9,271
149,vm,2,3,274
150,cpu,2,4,277
151,cpu,2,1,277
152,vm,1,6,277
153,vm,3,3,280
154,vm,1,8,281
155,cpu,3,6,282
156,vm,2,7,286
157,cpu,1,5,286
158,vm,1,1,288
159,vm,2,6,288
160,vm,2,2,289
161,vm,3,10,289
162,vm,3,6,289
163,cpu,3,4,289
164,vm,3,4,294
165,cpu,2,3,294
166,cpu,3,4,295
167,cpu,2,9,295
168,vm,2,4,296
169,vm,2,1,296
170,cpu,2,3,297
171,cpu,1,3,297
172,vm,3,3,302
173,cpu,3,6,303
174,cpu,3,3,304
175,vm,2,6,306
176,cpu,1,9,311
177,vm,3,1,313
178,vm,1,7,314
179,vm,3,7,315
180,vm,2,6,315
181,vm,3,10,320
182,cpu,2,5,320
183,vm,1,2,321
184,cpu,2,5,327
185,vm,3,9,327
186,vm,3,1,328
187,vm,3,2,332
188,cpu,2,3,332
189,vm,2,10,337
190,vm,3,1,337
191,vm,3,6,338
192,cpu,1,10,339
193,cpu,3,9,343
194,cpu,3,4,344
195,vm,1,9,345
196,cpu,3,7,347
197,vm,3,3,348
198,cpu,1,6,349
199,vm,1,1,349
200,cpu,2,10,351
201,cpu,3,9,358
202,cpu,1,10,360
